Year,MO,DY,T,H,P,
2012,6,16,31.08,6.84,0,
2012,6,17,31.01,7.45,0,
2012,6,18,25.82,7.45,0,
2012,6,19,26.44,4.88,0,
2012,6,20,27.69,4.7,0,
2012,6,21,23.51,6.35,0,
2012,6,22,18.61,7.02,0.57,
2012,6,23,18.65,5.86,0.05,
2012,6,24,18.76,4.88,0,
2012,6,25,18.66,5.68,0.04,
2012,6,26,21.16,5,0,
2012,6,27,24.2,4.09,0,
2012,6,28,24.05,5.8,0,
2012,6,29,24.63,7.02,0,
2012,6,30,25.99,9.03,0,
2012,7,1,26.01,8.73,0,
2012,7,2,27.45,7.63,0,
2012,7,3,27.32,6.35,0,
2012,7,4,27.8,6.23,0,
2012,7,5,24.26,6.23,0,
2012,7,6,24.84,5.8,0,
2012,7,7,28.62,5.19,0,
2012,7,8,29.17,5.49,0,
2012,7,9,27.8,5.25,0,
2012,7,10,30.57,4.39,0,
2012,7,11,31.94,4.15,0,
2012,7,12,32.06,4.58,0,
2012,7,13,27.03,5.62,0,
2012,7,14,24.76,6.41,0,
2012,7,15,27.99,6.41,0,
2012,7,16,23.26,6.96,0,
2012,7,17,20.21,7.39,0,
2012,7,18,23.12,6.59,0,
2012,7,19,25.26,6.35,0,
2012,7,20,27.58,5.98,0,
2012,7,21,30.99,5.25,0,
2012,7,22,32.87,6.04,0,
2012,7,23,30.74,7.08,0.14,
2012,7,24,27.13,5.86,0,
2012,7,25,27.12,5.31,0,
2012,7,26,26.96,5.31,0,
2012,7,27,26.15,5.8,0,
2012,7,28,26.82,6.35,0,
2012,7,29,27.53,5.92,0,
2012,7,30,29.72,5,0,
2012,7,31,30.47,4.33,0,
2012,8,1,29.58,4.27,0,
2012,8,2,30.05,3.97,0,
2012,8,3,30.17,4.7,0,
2012,8,4,27.69,6.9,0.01,
2012,8,5,28.22,6.16,0,
2012,8,6,27.59,5.49,0,
2012,8,7,29.12,4.39,0,
2012,8,8,30.58,3.3,0,
2012,8,9,32.36,2.69,0,
2012,8,10,32.98,3.05,0,
2012,8,11,32.33,3.48,0,
2012,8,12,32.05,5,0,
2012,8,13,34.57,5.37,0,
2012,8,14,34.3,6.04,0,
2012,8,15,30.49,6.47,0,
2012,8,16,30.56,5.74,0,
2012,8,17,30.56,5,0.01,
2012,8,18,31.54,5.86,0.12,
2012,8,19,29.07,5.25,0,
2012,8,20,29.34,4.7,0,
2012,8,21,27.69,5.37,0,
2012,8,22,27.83,5.49,0,
2012,8,23,27.79,5.25,0,
2012,8,24,26.9,4.46,0,
2012,8,25,25.86,5.25,0,
2012,8,26,23.22,5.8,0,
2012,8,27,23.8,4.76,0,
2012,8,28,26.51,4.27,0,
2012,8,29,27.42,2.75,0,
2012,8,30,28.69,3.23,0,
2012,8,31,22.55,6.23,0,
2012,9,1,21.42,5.37,0,
2012,9,2,26.48,3.23,0,
2012,9,3,27.25,3.48,0,
2012,9,4,27.15,3.91,0,
2012,9,5,26.87,4.15,0.02,
2012,9,6,26.23,4.46,0.01,
2012,9,7,26.87,5.55,0,
2012,9,8,27.92,5.55,0,
2012,9,9,25.9,4.15,0,
2012,9,10,25.99,3.91,0,
2012,9,11,26.87,3.97,0,
2012,9,12,27.33,4.33,0,
2012,9,13,29.42,4.03,0,
2012,9,14,27.35,6.16,0,
2012,9,15,26.68,4.52,0,
2012,9,16,26.49,4.15,0,
2012,9,17,26.58,4.58,0,
2012,9,18,24.54,4.7,0,
2012,9,19,24.46,4.58,0,
2012,9,20,24.9,4.82,0,
2012,9,21,24.48,3.97,0,
2012,9,22,26.55,3.85,0,
2012,9,23,25.59,4.27,0,
2012,9,24,24.43,4.27,0,
2012,9,25,26.3,4.88,0,
2012,9,26,25.94,5.13,0,
2012,9,27,26.79,4.58,0,
2012,9,28,28.19,4.15,0,
2012,9,29,28.57,4.39,0,
2012,9,30,29.06,3.36,0,
2012,10,1,30.08,2.75,0,
2012,10,2,29.33,3.11,0,
2012,10,3,28.24,3.72,0,
2012,10,4,22.97,6.71,0,
2012,10,5,19.33,6.53,0,
2012,10,6,18.49,6.77,0,
2012,10,7,20.12,4.64,0,
2012,10,8,17.69,6.23,0,
2012,10,9,18.3,5.62,0,
2012,10,10,20.05,4.94,0.01,
2012,10,11,18.66,6.65,0,
2012,10,12,16.01,6.9,0,
2012,10,13,19.04,6.96,0,
2012,10,14,20.77,6.77,0,
2012,10,15,22.85,5.98,0,
2012,10,16,23.96,6.77,0,
2012,10,17,22.86,2.14,0,
2012,10,18,22.37,3.11,0,
2012,10,19,21.13,6.77,0,
2012,10,20,20.08,5.19,0,
2012,10,21,16.08,3.36,1.28,
2012,10,22,10.8,6.35,28.86,
2012,10,23,11,6.04,3.79,
2012,10,24,10.83,6.1,7.01,
2012,10,25,12.42,4.82,0.04,
2012,10,26,16.01,5.25,0,
2012,10,27,19.55,7.51,0,
2012,10,28,19.14,7.45,0,
2012,10,29,19.15,6.53,0,
2012,10,30,18.22,6.71,0,
2012,10,31,13.93,8.91,14.73,
2012,11,1,15.01,8.48,3.36,
2012,11,2,14.65,6.23,0,
2012,11,3,17.52,6.41,0.02,
2012,11,4,19.67,7.02,0,
2012,11,5,20.23,6.77,0,
2012,11,6,19.97,5.8,0,
2012,11,7,18.06,5.86,0,
2012,11,8,10.13,5.74,3.21,
2012,11,9,7.37,4.52,1.99,
2012,11,10,7.78,3.91,1.03,
2012,11,11,7.83,3.05,0,
2012,11,12,10.72,3.48,0,
2012,11,13,12.82,5.19,0.02,
2012,11,14,14.76,6.29,0.01,
2012,11,15,13.16,4.03,0,
2012,11,16,11.32,6.16,8.15,
2012,11,17,13.61,8.73,46.15,
2012,11,18,9.87,5.62,5.16,
2012,11,19,12.52,6.29,0.17,
2012,11,20,13.83,8.54,22.09,
2012,11,21,12.64,7.51,5.9,
2012,11,22,11.16,5.43,0,
2012,11,23,12.32,5.62,0,
2012,11,24,14.06,6.35,0,
2012,11,25,14.01,6.53,0,
2012,11,26,12.25,5.19,0,
2012,11,27,10.62,4.88,0,
2012,11,28,10.9,7.02,24.54,
2012,11,29,12.9,8.61,32.19,
2012,11,30,13.95,9.46,59.27,
2012,12,1,13.54,9.16,34.73,
2012,12,2,12.75,7.75,53.36,
2012,12,3,10.22,6.41,0.28,
2012,12,4,10.89,7.2,21.18,
2012,12,5,11.94,8.24,14.9,
2012,12,6,11.29,6.9,0.02,
2012,12,7,8.36,4.7,0,
2012,12,8,7.77,5.13,0,
2012,12,9,9.26,5.98,0,
2012,12,10,9.58,6.47,0,
2012,12,11,9.16,6.04,1.56,
2012,12,12,6.88,5.49,5.61,
2012,12,13,5.77,4.39,0,
2012,12,14,4.94,4.21,0.02,
2012,12,15,3.26,4.27,4.94,
2012,12,16,6.1,5.55,11.57,
2012,12,17,9.67,6.35,12.24,
2012,12,18,3.62,3.78,0.04,
2012,12,19,2.14,3.05,0,
2012,12,20,5.11,3.85,3.79,
2012,12,21,4.42,4.88,46.77,
2012,12,22,6.97,5.8,24.16,
2012,12,23,7.58,6.41,39.7,
2012,12,24,4.92,4.39,0.22,
2012,12,25,4.01,4.52,20.32,
2012,12,26,4.4,4.88,4.67,
2012,12,27,3.26,4.03,0.01,
2012,12,28,2.86,3.97,0.07,
2012,12,29,4.74,4.27,0.03,
2012,12,30,3.26,3.85,0,
2012,12,31,1.82,3.17,0,
2013,1,1,2.47,3.3,0,
2013,1,2,3,3.6,0,
2013,1,3,3.82,3.54,0,
2013,1,4,5.36,4.03,0,
2013,1,5,5.72,4.64,6.79,
2013,1,6,6.25,5.13,1.2,
2013,1,7,6.35,5.31,0.03,
2013,1,8,8.27,5.98,0,
2013,1,9,6.71,5.74,5.85,
2013,1,10,3.59,3.97,0.01,
2013,1,11,3.29,3.85,0.03,
2013,1,12,0.71,2.69,0,
2013,1,13,-0.21,2.75,0,
2013,1,14,1.78,2.99,0,
2013,1,15,3.45,4.03,0,
2013,1,16,5.37,4.7,0,
2013,1,17,5.74,4.64,0,
2013,1,18,5.15,4.7,0,
2013,1,19,5.9,4.33,0,
2013,1,20,6.43,4.64,0,
2013,1,21,7.32,4.58,0,
2013,1,22,9.06,4.94,0,
2013,1,23,9.67,6.04,9.71,
2013,1,24,12.37,7.26,1.52,
2013,1,25,12.65,7.63,0.81,
2013,1,26,10.08,6.47,4.25,
2013,1,27,6.39,4.64,0.18,
2013,1,28,7.11,4.76,0.03,
2013,1,29,8.05,5.43,0,
2013,1,30,9.28,5.62,0,
2013,1,31,9.98,4.94,0,
2013,2,1,10.91,5.43,0,
2013,2,2,11.01,5.68,0,
2013,2,3,11.26,5.92,0,
2013,2,4,9.92,5.92,0,
2013,2,5,8.55,5.98,0,
2013,2,6,7.44,4.88,0,
2013,2,7,6.12,5.25,6.69,
2013,2,8,6.45,4.58,0.13,
2013,2,9,5.86,4.21,0,
2013,2,10,6.99,4.46,0,
2013,2,11,7.63,4.58,0,
2013,2,12,9.38,4.39,0,
2013,2,13,10.4,5.62,0,
2013,2,14,10.77,6.23,0,
2013,2,15,11.87,5.37,0,
2013,2,16,12.57,5.92,0,
2013,2,17,10.9,5.37,0,
2013,2,18,8.39,5.8,0.05,
2013,2,19,4.8,4.76,8.01,
2013,2,20,6.01,4.46,0.01,
2013,2,21,6.8,4.58,0.03,
2013,2,22,8.86,5.31,0,
2013,2,23,7.08,4.46,0,
2013,2,24,8.07,4.33,0,
2013,2,25,8.47,4.88,0,
2013,2,26,8.61,4.64,0,
2013,2,27,9.35,4.64,0,
2013,2,28,13.02,6.41,0,
2013,3,1,13.83,7.45,0,
2013,3,2,14,7.93,0.04,
2013,3,3,12.03,7.81,2.17,
2013,3,4,11.39,7.08,0.06,
2013,3,5,9.25,5.98,7.22,
2013,3,6,7.91,5.55,10.99,
2013,3,7,8.31,4.88,0.34,
2013,3,8,9.48,5.31,0.13,
2013,3,9,10,5.31,0,
2013,3,10,11.4,5.19,0,
2013,3,11,15.09,6.1,0,
2013,3,12,16.62,7.93,0,
2013,3,13,16.89,8.91,0,
2013,3,14,17.18,8.85,0,
2013,3,15,16.83,8.06,0,
2013,3,16,14.49,7.08,0,
2013,3,17,12.84,5.8,0,
2013,3,18,13.52,6.35,0.02,
2013,3,19,12.33,7.26,8.12,
2013,3,20,11.51,7.81,18.6,
2013,3,21,9.69,5.13,0.03,
2013,3,22,8.78,4.15,0,
2013,3,23,10.67,4.64,0,
2013,3,24,13.69,6.23,0,
2013,3,25,13.26,7.26,0.03,
2013,3,26,12.38,6.96,0.05,
2013,3,27,12.9,7.75,0.01,
2013,3,28,12.8,7.81,0.87,
2013,3,29,16.01,7.87,0.1,
2013,3,30,16.95,9.46,9.96,
2013,3,31,13.46,8.18,12.46,
2013,4,1,13.42,7.69,2.66,
2013,4,2,15.73,7.87,0,
2013,4,3,15.94,8.48,0,
2013,4,4,13.02,8.42,12.72,
2013,4,5,13,7.87,0.34,
2013,4,6,13.24,8.06,0.34,
2013,4,7,11.88,7.26,7.97,
2013,4,8,10.86,5.19,0.05,
2013,4,9,13.23,6.29,0,
2013,4,10,17.34,8.97,0,
2013,4,11,15.58,7.57,0,
2013,4,12,16.68,7.2,0,
2013,4,13,16.39,7.39,0,
2013,4,14,13.21,5.98,0,
2013,4,15,10.61,4.88,0.21,
2013,4,16,10.36,4.46,0.04,
2013,4,17,11.12,4.7,0,
2013,4,18,15.05,5.86,0,
2013,4,19,18.01,7.75,0,
2013,4,20,16.56,7.32,0,
2013,4,21,18.19,8.3,0,
2013,4,22,18.7,7.93,0,
2013,4,23,17.79,5.92,0,
2013,4,24,18.87,6.23,0,
2013,4,25,17.03,7.45,0,
2013,4,26,19.1,8.36,0,
2013,4,27,21.8,8.91,0,
2013,4,28,23.23,9.09,0,
2013,4,29,21.88,8.91,0,
2013,4,30,19.12,5.62,0,
2013,5,1,18.64,4.58,0,
2013,5,2,21.75,5.13,0,
2013,5,3,23.7,6.9,0,
2013,5,4,22.19,6.35,0,
2013,5,5,17.62,7.51,0.96,
2013,5,6,16.15,8.48,3.84,
2013,5,7,17.76,8.12,1.35,
2013,5,8,19.23,8.48,0.43,
2013,5,9,21.23,8.85,0.17,
2013,5,10,23.05,9.28,0.07,
2013,5,11,24.67,10.01,0,
2013,5,12,24.66,8.12,0,
2013,5,13,24.53,8.12,0,
2013,5,14,26.58,8.48,0,
2013,5,15,21.79,7.93,0.08,
2013,5,16,19.3,7.63,2.69,
2013,5,17,17.58,6.04,0.09,
2013,5,18,20.31,5.68,0.01,
2013,5,19,22.04,5.37,0,
2013,5,20,23.71,5.25,0,
2013,5,21,21.12,4.94,0,
2013,5,22,15.43,3.36,0,
2013,5,23,17.45,4.09,0,
2013,5,24,19.26,4.7,0,
2013,5,25,19.07,5.25,0,
2013,5,26,19.83,6.59,0,
2013,5,27,17.12,7.69,2.85,
2013,5,28,19.46,7.81,1.73,
2013,5,29,21.81,6.77,0.25,
2013,5,30,22.52,4.88,0,
2013,5,31,25.29,4.88,0,
2013,6,1,27.36,5.98,0,
2013,6,2,28.33,7.14,0,
2013,6,3,29.09,5.98,0,
2013,6,4,27.3,6.71,0,
2013,6,5,26.49,7.57,0,
2013,6,6,28.27,7.32,0,
2013,6,7,32.53,7.45,0,
2013,6,8,34.82,8.85,0,
2013,6,9,27.43,9.16,0,
2013,6,10,20.58,8.91,1.65,
2013,6,11,22.86,6.65,0,
2013,6,12,24.75,5.13,0,
2013,6,13,23.73,4.58,0,
2013,6,14,25.44,4.33,0,
2013,6,15,25.44,5.07,0,
2013,6,16,25.87,5.86,0,
2013,6,17,24.97,6.04,0,
2013,6,18,21.4,6.23,0.24,
2013,6,19,20.47,5.07,0.02,
2013,6,20,23.05,4.76,0.01,
2013,6,21,24.61,4.21,0,
2013,6,22,27.1,5.13,0,
2013,6,23,22.41,7.93,0.18,
2013,6,24,18.31,9.4,7.12,
2013,6,25,19.62,11.78,17.89,
2013,6,26,24.53,11.05,0.35,
2013,6,27,29.05,8.54,0,
2013,6,28,32.76,7.87,0,
2013,6,29,33.75,7.57,0,
2013,6,30,33.9,7.26,0,
2013,7,1,33.33,7.87,0.01,
2013,7,2,36.28,8.06,0.13,
2013,7,3,34.73,9.22,0,
2013,7,4,35.48,8.67,0.07,
2013,7,5,28.65,6.59,0,
2013,7,6,26.38,7.2,0,
2013,7,7,27.3,6.04,0,
2013,7,8,27.68,5.07,0,
2013,7,9,29.55,4.88,0,
2013,7,10,30.01,5.19,0,
2013,7,11,27.16,5.13,0,
2013,7,12,25.93,5.19,0,
2013,7,13,27.37,5.19,0,
2013,7,14,28.67,5.13,0,
2013,7,15,27.09,5.19,0,
2013,7,16,23.87,5.92,0,
2013,7,17,25.96,5.37,0,
2013,7,18,28.87,4.58,0,
2013,7,19,31.01,5.19,0,
2013,7,20,32.5,5.62,0,
2013,7,21,31.64,6.16,0,
2013,7,22,28.67,6.1,0,
2013,7,23,31.3,6.71,0,
2013,7,24,31.86,6.96,0,
2013,7,25,33.98,7.2,0.1,
2013,7,26,32.2,5.8,0,
2013,7,27,30.76,6.53,0,
2013,7,28,28.51,6.29,0,
2013,7,29,24.08,5.92,0,
2013,7,30,25.8,5.13,0,
2013,7,31,26.8,5.19,0,
2013,8,1,25.1,5,0,
2013,8,2,27.55,3.78,0,
2013,8,3,27.43,4.27,0,
2013,8,4,26.6,5.43,0,
2013,8,5,26.69,4.88,0,
2013,8,6,26.16,5.31,0,
2013,8,7,22.94,7.2,0,
2013,8,8,23.73,6.84,0,
2013,8,9,24.44,5.31,0,
2013,8,10,24.77,6.41,0,
2013,8,11,26.26,6.29,0,
2013,8,12,26.58,5.55,0,
2013,8,13,27.84,4.76,0,
2013,8,14,28.58,4.82,0,
2013,8,15,29.05,7.39,0,
2013,8,16,29.69,8.12,0,
2013,8,17,30.15,6.96,0,
2013,8,18,32.23,6.23,0,
2013,8,19,34.06,6.16,0.03,
2013,8,20,32.62,7.26,0.19,
2013,8,21,28.81,6.16,0.16,
2013,8,22,27.08,6.23,0.05,
2013,8,23,26.08,6.47,0,
2013,8,24,26.27,7.14,0,
2013,8,25,25,7.69,0,
2013,8,26,24.87,7.14,0,
2013,8,27,26.41,6.29,0,
2013,8,28,26.99,6.53,0,
2013,8,29,27.14,7.75,0,
2013,8,30,29.44,6.77,0,
2013,8,31,29.09,5.98,0,
2013,9,1,27.15,7.51,1.17,
2013,9,2,26.31,8.18,0.22,
2013,9,3,23.91,7.2,3.77,
2013,9,4,24.16,6.96,0,
2013,9,5,23.37,6.96,0.02,
2013,9,6,26.94,5.19,0,
2013,9,7,28.24,4.03,0,
2013,9,8,29.41,5.25,0,
2013,9,9,31.14,5.07,0,
2013,9,10,29.44,5.62,0,
2013,9,11,24.9,8.67,0,
2013,9,12,25.83,9.09,0,
2013,9,13,28.35,7.69,0.01,
2013,9,14,27.29,6.65,0.01,
2013,9,15,24.48,6.9,0,
2013,9,16,24.55,6.59,0,
2013,9,17,22.41,6.84,0,
2013,9,18,23.25,3.91,0,
2013,9,19,23.76,3.05,0,
2013,9,20,22.53,6.47,0.38,
2013,9,21,17.26,9.52,17.45,
2013,9,22,18.25,7.14,0.09,
2013,9,23,21.53,7.45,0,
2013,9,24,20.48,7.57,1.81,
2013,9,25,16.43,5.37,0.89,
2013,9,26,17.03,4.03,0.01,
2013,9,27,18.09,4.09,0,
2013,9,28,20.21,5.07,0,
2013,9,29,19.55,8.91,0.12,
2013,9,30,19.65,9.4,0.53,
2013,10,1,18.79,5.92,0,
2013,10,2,18.93,4.03,0,
2013,10,3,17.3,3.36,0,
2013,10,4,18.46,2.87,0,
2013,10,5,19.06,2.56,0,
2013,10,6,19.87,3.05,0,
2013,10,7,19.87,3.23,0,
2013,10,8,17.31,3.54,0.01,
2013,10,9,17.69,4.27,0.03,
2013,10,10,15.87,4.09,0,
2013,10,11,16.99,4.39,0,
2013,10,12,16.94,4.76,1.83,
2013,10,13,15.94,5,0.18,
2013,10,14,17.29,4.03,0,
2013,10,15,17.55,2.81,0,
2013,10,16,17.28,2.87,0,
2013,10,17,19.43,2.93,0,
2013,10,18,19.26,3.36,0,
2013,10,19,20.2,2.99,0,
2013,10,20,21.26,3.23,0,
2013,10,21,19.74,3.11,0,
2013,10,22,21,3.3,0,
2013,10,23,21.96,2.93,0,
2013,10,24,18.58,4.09,0,
2013,10,25,19.05,4.21,0,
2013,10,26,20.51,2.93,0,
2013,10,27,16.65,4.15,1.76,
2013,10,28,11.01,5.55,2.11,
2013,10,29,11.37,6.35,1.23,
2013,10,30,13.23,4.64,0,
2013,10,31,15.03,4.33,0,
2013,11,1,15.87,4.21,0,
2013,11,2,16.3,4.52,0,
2013,11,3,11.69,2.81,0,
2013,11,4,12.79,2.69,0,
2013,11,5,14.43,3.85,0,
2013,11,6,16.05,4.21,0,
2013,11,7,17.63,3.6,0,
2013,11,8,16.87,5.13,0,
2013,11,9,16.59,4.58,0,
2013,11,10,16.6,3.91,0,
2013,11,11,15.34,3.36,0,
2013,11,12,18.75,3.3,0,
2013,11,13,18.28,4.52,0,
2013,11,14,15.79,4.03,0,
2013,11,15,13.83,3.05,0,
2013,11,16,12.06,4.03,0,
2013,11,17,12.31,5.13,0,
2013,11,18,11.58,5.43,1.41,
2013,11,19,11.18,7.75,24.78,
2013,11,20,13.02,8.48,13.16,
2013,11,21,11,3.17,0.17,
2013,11,22,10.73,1.65,0,
2013,11,23,10.41,2.38,0,
2013,11,24,8.99,2.5,0,
2013,11,25,9.5,2.56,0,
2013,11,26,10.68,3.6,0,
2013,11,27,12.51,4.58,0,
2013,11,28,14.12,4.52,0,
2013,11,29,13.36,4.58,0,
2013,11,30,13.46,4.58,0,
2013,12,1,13.79,5.31,0,
2013,12,2,12.98,6.04,0.4,
2013,12,3,7.4,3.6,0.67,
2013,12,4,2.82,1.95,0,
2013,12,5,1.82,1.53,0,
2013,12,6,1.36,2.69,7.99,
2013,12,7,1.41,2.93,1.62,
2013,12,8,-1.15,1.83,0,
2013,12,9,1.52,2.08,0,
2013,12,10,3.01,2.87,0,
2013,12,11,5.27,3.05,0,
2013,12,12,7.44,2.5,0,
2013,12,13,8.78,3.3,0,
2013,12,14,8.4,3.36,0,
2013,12,15,9.16,3.11,0,
2013,12,16,10.49,3.42,0,
2013,12,17,11.8,3.78,0,
2013,12,18,13.51,4.09,0.02,
2013,12,19,9.23,2.69,0.01,
2013,12,20,8.76,2.69,0,
2013,12,21,10.44,5.07,0,
2013,12,22,10.72,5.13,0,
2013,12,23,11.15,4.82,0,
2013,12,24,11.24,4.21,0,
2013,12,25,10.08,3.23,0,
2013,12,26,10.56,3.11,0,
2013,12,27,10.43,3.05,0,
2013,12,28,10.12,3.11,0,
2013,12,29,9.87,2.56,0,
2013,12,30,9.83,2.75,0,
2013,12,31,11.47,3.11,0,
2014,1,1,12.34,3.72,0,
2014,1,2,12.4,4.09,0,
2014,1,3,13.42,4.33,0,
2014,1,4,11.28,2.99,0,
2014,1,5,10.42,2.01,0,
2014,1,6,9.73,2.87,0,
2014,1,7,10.34,3.23,0,
2014,1,8,9.5,5.25,0,
2014,1,9,11,5.31,0.01,
2014,1,10,10.37,4.82,0.04,
2014,1,11,9.32,5.86,2.27,
2014,1,12,8.76,4.33,0.08,
2014,1,13,9.87,3.91,0,
2014,1,14,11.08,2.99,0,
2014,1,15,11.81,2.87,0,
2014,1,16,12.05,2.75,0,
2014,1,17,12.48,2.75,0,
2014,1,18,13,2.87,0,
2014,1,19,13.58,2.81,0,
2014,1,20,13.32,2.56,0,
2014,1,21,11.9,2.56,0,
2014,1,22,12.06,2.87,0,
2014,1,23,13.66,2.93,0,
2014,1,24,14.96,3.23,0,
2014,1,25,14.11,2.87,0,
2014,1,26,12.69,2.99,0,
2014,1,27,12.52,3.66,0.01,
2014,1,28,13.58,5.19,0.03,
2014,1,29,12.38,8.18,12.23,
2014,1,30,11.68,5.31,0.6,
2014,1,31,8.63,3.17,0,
2014,2,1,7.24,2.44,0,
2014,2,2,5.57,3.36,0.85,
2014,2,3,7.38,3.42,0.01,
2014,2,4,7.12,2.87,0,
2014,2,5,7.74,3.17,0.5,
2014,2,6,5.76,5.31,11.17,
2014,2,7,8.25,6.41,23.58,
2014,2,8,10.83,7.87,53.75,
2014,2,9,12.46,8.73,57.05,
2014,2,10,12.73,7.51,3.04,
2014,2,11,12.05,6.59,0.01,
2014,2,12,11.96,6.35,0.23,
2014,2,13,13.03,8.42,1.55,
2014,2,14,13.68,8.61,0.24,
2014,2,15,12.76,8.24,4.99,
2014,2,16,11.03,5.55,0.5,
2014,2,17,10.79,4.33,0,
2014,2,18,10.54,5.62,0.02,
2014,2,19,10.01,5.07,1.22,
2014,2,20,10.97,5.13,0,
2014,2,21,13.11,5.31,0,
2014,2,22,13.55,5.31,0,
2014,2,23,13.3,5.86,0,
2014,2,24,14.87,5.92,0,
2014,2,25,14.58,6.41,0,
2014,2,26,12.58,7.81,26.26,
2014,2,27,11.91,7.45,12.65,
2014,2,28,11.67,7.45,32.63,
2014,3,1,11.44,7.45,4.57,
2014,3,2,11.05,7.63,7.49,
2014,3,3,10.88,7.63,29.87,
2014,3,4,11.73,7.63,4.19,
2014,3,5,14.07,8.85,17.96,
2014,3,6,12.97,7.69,5.49,
2014,3,7,12.4,6.35,0,
2014,3,8,12.45,6.35,0.06,
2014,3,9,14.27,8.06,1.96,
2014,3,10,12.86,6.84,15.92,
2014,3,11,10.91,4.94,0,
2014,3,12,12.17,5.25,0,
2014,3,13,14.44,5.25,0,
2014,3,14,15.15,7.14,0,
2014,3,15,16.27,6.35,0,
2014,3,16,15.22,7.26,0,
2014,3,17,11.67,5.31,0,
2014,3,18,11.7,5.07,0,
2014,3,19,13.01,5.37,0,
2014,3,20,16.56,6.41,0,
2014,3,21,15.22,6.29,0,
2014,3,22,15.08,5.98,0,
2014,3,23,15.53,6.84,0,
2014,3,24,16.32,6.71,0,
2014,3,25,10.99,6.53,5.72,
2014,3,26,9.89,6.77,15.11,
2014,3,27,10.73,6.84,3.07,
2014,3,28,12.83,7.93,6.86,
2014,3,29,11.33,7.75,40.33,
2014,3,30,10.14,6.16,2.53,
2014,3,31,8.03,6.04,13.57,
2014,4,1,7.07,5.62,10.51,
2014,4,2,9.65,5.43,0.26,
2014,4,3,9.72,5.86,0.15,
2014,4,4,10.29,5.98,2.27,
2014,4,5,12.8,6.59,0,
2014,4,6,15.85,8.18,0,
2014,4,7,17.44,8.06,0,
2014,4,8,19.14,9.4,0,
2014,4,9,18.41,8.54,0,
2014,4,10,18.83,7.87,0,
2014,4,11,19.31,8.61,0,
2014,4,12,16.51,8.97,0,
2014,4,13,17.18,7.51,0,
2014,4,14,16.77,7.45,0,
2014,4,15,18.88,8.61,0,
2014,4,16,18.44,8.36,0,
2014,4,17,19.96,9.4,1,
2014,4,18,18.46,8.18,0.56,
2014,4,19,17.55,7.87,0,
2014,4,20,19.62,7.32,0,
2014,4,21,17,7.26,0.12,
2014,4,22,13.55,5.86,1.58,
2014,4,23,14.48,5.92,0,
2014,4,24,15.47,7.69,2.73,
2014,4,25,10.73,7.08,10.53,
2014,4,26,11.44,5.13,0,
2014,4,27,12.13,6.65,0.35,
2014,4,28,16.07,6.77,0,
2014,4,29,20,7.2,0,
2014,4,30,22.58,6.71,0,
2014,5,1,22.29,7.14,0,
2014,5,2,21.71,7.45,0,
2014,5,3,17.91,7.26,0,
2014,5,4,16.6,7.45,0,
2014,5,5,15.37,6.84,3.49,
2014,5,6,16.78,5.68,0,
2014,5,7,17.49,6.1,0,
2014,5,8,15.94,7.69,2.51,
2014,5,9,16.98,7.39,0.67,
2014,5,10,15.23,4.82,0.32,
2014,5,11,17.7,5,0,
2014,5,12,21.41,5.37,0,
2014,5,13,24.63,5.55,0,
2014,5,14,25.52,6.16,0,
2014,5,15,25.74,6.1,0,
2014,5,16,23.68,6.16,0,
2014,5,17,22.03,7.57,0,
2014,5,18,20.84,6.47,0,
2014,5,19,18.75,6.65,1.91,
2014,5,20,18.05,7.51,0.86,
2014,5,21,21.94,7.2,0.12,
2014,5,22,24.3,7.14,0,
2014,5,23,25.65,7.32,0.04,
2014,5,24,27.3,8.12,0,
2014,5,25,27.33,7.14,0,
2014,5,26,25.96,7.08,0,
2014,5,27,23.87,5.8,0,
2014,5,28,20.33,3.91,0,
2014,5,29,22.35,4.09,0,
2014,5,30,22.46,4.76,0,
2014,5,31,21.59,4.82,0,
2014,6,1,24.81,4.88,0,
2014,6,2,23.9,5.13,0,
2014,6,3,22.17,5.25,0,
2014,6,4,28.12,5.68,0,
2014,6,5,29.49,5.92,0,
2014,6,6,29.03,6.29,0,
2014,6,7,30.8,6.04,0,
2014,6,8,32.13,5.8,0,
2014,6,9,32.15,5.55,0,
2014,6,10,32.08,5.86,0,
2014,6,11,26.58,7.45,0,
2014,6,12,22.89,6.35,0,
2014,6,13,23.62,4.76,0,
2014,6,14,23.94,4.58,0,
2014,6,15,24.09,5.43,0,
2014,6,16,21.45,5.92,0,
2014,6,17,22.62,4.03,0,
2014,6,18,25.04,4.15,0,
2014,6,19,26.09,4.09,0,
2014,6,20,28.04,5,0,
2014,6,21,27.01,4.52,0,
2014,6,22,26.5,4.82,0,
2014,6,23,27.88,6.47,0,
2014,6,24,28.32,6.53,0,
2014,6,25,26.55,7.87,0.05,
2014,6,26,24.75,7.63,0.26,
2014,6,27,26.16,6.84,0,
2014,6,28,26.65,6.23,0,
2014,6,29,30.31,4.7,0,
2014,6,30,33.48,4.46,0,
2014,7,1,30.52,6.04,0,
2014,7,2,29.01,6.23,0,
2014,7,3,29.08,5.68,0,
2014,7,4,28.74,3.72,0,
2014,7,5,28.3,3.72,0,
2014,7,6,30.39,2.87,0,
2014,7,7,31.58,3.72,0,
2014,7,8,32.54,5.19,0.04,
2014,7,9,30.05,5.8,0,
